 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11951201;"20 a tocar";"";"1";"0";"";"";"2023-03-25 00:00:00.0";"2023-03-25 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5903a0a88d6b6810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5af9053c8718e210VgnVCM1000000b205a0aRCRD";"Parque Olof Palme";"2";"CALLE";"CERECINOS";"1";"USERA";"ZOFIO";"28026";"439486";"4470667";"40.38439900273861";"-3.7129519968429445";"/contenido/actividades/Musica";"";
11942368;"3 cromosomas de Janira Le�n";"";"1";"0";"";"";"2023-03-31 00:00:00.0";"2023-03-31 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7818cc5c9e76810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal Jos� Saramago (Fuencarral-El Pardo)";"1,6";"AVENIDA";"MONFORTE DE LEMOS";"38";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439867";"4481122";"40.47860087334554";"-3.7094408342979954";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"/usuario/Ni�os";
11958859;"4 patas tiene un cuento";"";"1";"0";"";"";"2023-04-15 00:00:00.0";"2023-04-15 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c131287e96fd6810VgnVCM2000001f4a900aRCRD";"Caperucita Roja";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=551ae0edbf72d710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"/contenido/actividades/TeatroPerformance";"/usuario/Ni�os";
11932870;"5 Historias";"";"1";"0";"";"";"2023-03-24 00:00:00.0";"2023-03-24 23:59:00.0";"19:00";"MAGIA MONFORT  Dispuestos a entrar en la ca�tica mente de Guillermo Monfort, los espectadores podr�n ser testigos de cinco de sus mejores y m�s sorprendentes ilusiones. El p�blico podr� ser testigo de varios efectos de las diferentes disciplinas de la magia que este artista domina: desde la mejor amiga del mago, la baraja de cartas, pasando por el misterioso mentalismo e incluso poniendo en riesgo su integridad al realizar alg�n efecto.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd2e286a42b56810VgnVCM1000001d4a900aRCRD";"Actividades en el Centro Cultural el Madro�o";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63fd7ba8c0950710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural el Madro�o (Vic�lvaro)";"1";"CALLE";"VILLARDONDIEGO";"36";"VICALVARO";"CASCO H.VICALVARO";"28032";"448357";"4472920";"40.405292721436055";"-3.6086161200017157";"/contenido/actividades/Musica";"";
11948971;"58 Premio Reina Sof�a.";"";"1";"1";"L,M,X,J,V,S,D";"";"2023-03-01 00:00:00.0";"2023-03-26 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=708d0860ec6a6810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"";"";
11942319;"8M en red: qui�n es qui�n en los Espacios de Igualdad";"";"1";"0";"";"";"2023-03-30 00:00:00.0";"2023-03-30 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bab8d537b1f76810VgnVCM1000001d4a900aRCRD";"8M en red: qui�n es qui�n en los Espacios de Igualdad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ce866ca1623f710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=306b89e2c9e5d010VgnVCM1000000b205a0aRCRD";"Espacio de Igualdad Mar�a Zambrano. Chamber�";"1";"CALLE";"ANDRES MELLADO";"44";"CHAMBERI";"GAZTAMBIDE";"28015";"439412";"4476170";"40.433958260960964";"-3.7143358486689415";"";"";
11913908;"Abriendo el coraz�n: amor, compasi�n";"";"1";"0";"";"";"2023-04-29 00:00:00.0";"2023-04-29 23:59:00.0";"12:00";"Sexta conferencia del ciclo 'Una cita con el coraz�n: C�mo cultivar la paz interior', con Luis Castellanos. Acceso libre hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=78ba2ba513806810VgnVCM1000001d4a900aRCRD";"Ciclo 'Una cita con el coraz�n: c�mo cultiva la paz interior'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eeb02f785306810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca P�blica Municipal Eugenio Tr�as. Casa de Fieras de El Retiro (Retiro)";"1,6";"PASEO";"FERN�N N��EZ";"24";"RETIRO";"LOS JERONIMOS";"28009";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"/contenido/actividades/ConferenciasColoquios";"";
11956706;"�frica y Espa�a II: de la Edad Media al siglo XIX";"";"1";"0";"";"";"2023-04-12 00:00:00.0";"2023-04-12 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf337eccf5bc6810VgnVCM2000001f4a900aRCRD";"�frica y Espa�a II: de la Edad Media al siglo XIX";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=14eb7eccf5bc6810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Zazuar (Villa de Vallecas)";"1";"CALLE";"ZAZUAR";"4";"VILLA DE VALLECAS";"SANTA EUGENIA";"28031";"448550";"4470424";"40.38281899948726";"-3.606140062044455";"/contenido/actividades/ConferenciasColoquios";"";
11934599;"�gora Joven Junior";"";"0";"1";"L,M,X,J";"";"2023-04-03 00:00:00.0";"2023-04-06 23:59:00.0";"";"�gora Joven es hacer de un teatro p�blico un espacio de encuentro para j�venes, creadores y espectadores. Un espacio donde sembrar iniciativas y cosechar proyectos, donde escuchar y ser escuchados. Punto de encuentro para ciudadanos con inquietudes m�s all� del mundo de la actuaci�n; donde desarrollar un criterio propio e impulsar ideas.  A trav�s de la programaci�n del teatro Fern�n G�mez. Centro Cultural de la Villa, los participantes reflexionan sobre el tejido teatral actual, proporcion�ndoles herramientas para profundizar en los contenidos, estudian la historia de las compa��as que forman parte de la temporada y se presentan a los diferentes artistas. Descubren los departamentos que constituyen un teatro y a las personas que lo hacen posible.    Detalle del programa:     Sesi�n 1: Tras teatro - presentaciones - visita al teatro. Sesi�n 2: Combate dial�ctico a partir de los temas propuesto por la programaci�n del FG.CCV. Sesi�n 3: Entra en escena ? Improvisaciones a partir de lo debatido. Sesi�n 4: Fin de fiesta ? impresiones - reflexi�n.   Al finalizar cada ciclo se podr� asistir de forma gratuita con el JOBO  a cualquiera de las representaciones o la exposici�n programada en ese momento.     M�s informaci�n";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d79d84b454366810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fern�n G�mez Centro Cultural de la Villa";"1,6";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441476";"4475151";"40.424926347610764";"-3.6899208519663427";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Familias";
11942100;"Aguas subterr�neas";"";"1";"0";"";"";"2023-03-23 00:00:00.0";"2023-03-23 23:59:00.0";"18:30";"Por Juan Mar�a Forn�s Azcoiti, del Instituto Geol�gico y Minero de Espa�a";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e8e0c7635e76810VgnVCM1000001d4a900aRCRD";"Conferencias sobre ciencia";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=619d0c7635e76810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Valdebernardo (Vic�lvaro)";"1";"BULEVAR";"INDALECIO PRIETO";"21";"VICALVARO";"CASCO H.VICALVARO";"28032";"447278";"4472321";"40.39982891410407";"-3.621281890570377";"/contenido/actividades/DanzaBaile";"";
11951858;"Aires del Ayer";"";"1";"0";"";"";"2023-04-21 00:00:00.0";"2023-04-21 23:59:00.0";"19:00";"Danza y Folclore tradicional con el Grupo folcl�rico del Centro Cultural Castellano Manchego de Latina, que nos presenta su espect�culo de danzas tradicionales manchegas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecc0a5226dab6810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Sara Montiel (Latina)";"1";"CARRETERA";"BOADILLA DEL MONTE";"40";"LATINA";"CAMPAMENTO";"28024";"434222";"4472418";"40.399764677637116";"-3.775144917950534";"/contenido/actividades/DanzaBaile/FolcloreEtnica";"";
11946443;"Airu - Vicalvaro";"";"1";"0";"";"";"2023-06-25 00:00:00.0";"2023-06-25 23:59:00.0";"21:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=552407c9f0c96810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=883ba0701d0da510VgnVCM1000001d4a900aRCRD";"Recinto Ferial Vic�lvaro";"1";"PASEO";"POLIDEPORTIVO";"142";"VICALVARO";"CASCO H.VICALVARO";"28032";"449367";"4473005";"40.40612043638959";"-3.5967323694208435";"/contenido/actividades/1ciudad21distritos";"";
11944531;"Al encuentro de Rafael de Le�n";"";"1";"0";"";"";"2023-03-24 00:00:00.0";"2023-03-24 23:59:00.0";"19:00";"Conmemoraci�n D�a de la Poes�a Encuentro musical-literario. A cargo de Antonio Harana (cantaor), Pablo San Nicasio (guitarrista). Espect�culo dise�ado por el cataor gaditano Antonio Harana Sallago que recorre los hitos biogr�ficos y art�sticos del gran poeta letrista sevillano";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=05ea1ee755296810VgnVCM2000001f4a900aRCRD";"Actividades Centro Sociocultural Rafael de Le�n (Fuencarral - El Pardo). Enero 2023";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b770f930fbc54510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e0b1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Rafael de Le�n (Fuencarral - El Pardo)";"1";"CALLE";"ISLA DE ONS";"14";"FUENCARRAL-EL PARDO";"PE�A GRANDE";"28035";"438850";"4481314";"40.48025613358832";"-3.7214686777952974";"/contenido/actividades/ComemoracionesHomenajes";"";
11923139;"Alaia Galtzagorria: cuentos de nuestra mitolog�a - Ostomila Txotxongilo Taldea / Teatro de t�teres Ostomila (Euskal Herria)";"";"0";"1";"L,M,X,J,V,S,D";"";"2023-04-22 00:00:00.0";"2023-04-23 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c238b4cb42036810VgnVCM1000001d4a900aRCRD";"Alaia Galtzagorria: cuentos de nuestra mitolog�a - Ostomila Txotxongilo Taldea / Teatro de t�teres Ostomila (Euskal Herria)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4b62dcd4ad26810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"Teatro Municipal de T�teres. Parque de El Retiro";"1";"AVENIDA";"M�XICO";"4";"RETIRO";"LOS JER�NIMOS";"28009";"441748";"4474466";"40.41878362561595";"-3.6866519471003647";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Ni�os";
11768178;"Alain Resnais. El a�o pasado en Marienbad";"";"0";"0";"";"";"2023-06-07 00:00:00.0";"2023-06-07 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a5aafbfa0423810VgnVCM1000001d4a900aRCRD";"Alain Resnais. El a�o pasado en Marienbad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f5aafbfa0423810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contempor�nea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11964436;"Alas al viento";"";"1";"0";"";"";"2023-04-28 00:00:00.0";"2023-04-28 23:59:00.0";"19:00";"La compa��a Danza.com, presenta 'Alas al viento'  A trav�s de la danza y el flamenco la compa��a va desgranando el sentir femenino en las diversas etapas de la vida y su reflejo en la sociedad actual. Espect�culo muy visual con ra�ces flamencas y sentir universal.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=73ffe45442407810VgnVCM2000001f4a900aRCRD";"Actividades en el Centro Cultural Valdebernardo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b278f5bfe5d0c710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Valdebernardo (Vic�lvaro)";"1";"BULEVAR";"INDALECIO PRIETO";"21";"VICALVARO";"CASCO H.VICALVARO";"28032";"447278";"4472321";"40.39982891410407";"-3.621281890570377";"/contenido/actividades/DanzaBaile";"";
11880251;"Alcoba Nupcial";"";"1";"0";"";"";"2023-03-30 00:00:00.0";"2023-03-30 23:59:00.0";"19:00";"CONMEMORACI�N D�A DEL TEATRO  Teatro a dos voces: (Jan de Hartog), a cargo de Andrea Navas y Enrique Gracia. Esta comedia, llena de encanto, es la historia de un matrimonio a lo largo de varios a�os, con escenas sucesivas, plenas de humor y ternura, desde el d�a de su boda. Todo transcurre en su alcoba.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8edff8c5bd835810VgnVCM2000001f4a900aRCRD";"Actividades  Centro Sociocultural Valverde (Fuencarral - El Pardo). Enero 2023";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=843ff8c5bd835810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Valverde (Fuencarral - El Pardo)";"1";"PLAZA";"ISLAS AZORES";"1";"FUENCARRAL-EL PARDO";"VALVERDE";"28034";"441699";"4482933";"40.49504564211655";"-3.6880070256093758";"/contenido/actividades/ComemoracionesHomenajes";"";
11950929;"Alexander Vadusevan en conversaci�n con Javier Gil";"3,5 euros";"0";"0";"";"";"2023-03-25 00:00:00.0";"2023-03-25 23:59:00.0";"";"'Tenemos que replantearnos urgentemente c�mo vivimos y c�mo construimos las ciudades'. La propuesta de Alexander Vadusevan, seg�n plantea en La ciudad aut�noma (Alianza Editorial, 2023), pasa por ver la okupaci�n como una forma de reimaginar y reivindicar la ciudad. De este modo, Alexander Vadusevan ofrece alternativas frente a la inseguridad habitacional, la especulaci�n y los perniciosos efectos de los planes neoliberales de regeneraci�n urbana. Los intereses de este autor combinan la geograf�a cultural e hist�rica y los estudios urbanos con un compromiso con las pr�cticas art�sticas experimentales y el activismo social de base. Para �l, la ciudad es lugar de contestaci�n pol�tica organizada mediante una serie de m�todos archiv�sticos, etnogr�ficos y participativos. Alexander Vasudevan lleva a�os siguiendo la evoluci�n de la lucha por la vivienda en ciudades como �msterdam, Berl�n, Copenhague, Detroit, Hamburgo, Londres, Madrid, Mil�n, Nueva York o Vancouver, analizando la organizaci�n de formas alternativas de convivencia, la respuesta de los gobiernos a estas pr�cticas, la reciente criminalizaci�n de la okupaci�n y la brutalidad de los desalojos.   Alexander Vasudevan es profesor asociado de Geograf�a Humana y miembro de Christ Church en la Universidad de Oxford. Es autor de La ciudad aut�noma: una historia de la okupaci�n urbana (Alianza Editorial, 2023) y de Metropolitan Preoccupations: The Spatial Politics of Squatting in Berlin (Wiley-Blackwell, 2015), y co editor de Geographies of Forced Evictions: Dispossession, Violence, Insecurity (Palgrave Macmillan, 2017). Tambi�n ha escrito para The Guardian, openDemocracy y New Left Project. Su investigaci�n actual se centra en las pol�ticas radicales y la precariedad urbana. Adem�s, est� trabajando en un proyecto sobre la historia del movimiento contra la psiquiatr�a.�   Javier Gil (Madrid, 1985) es investigador del Departamento de Sociolog�a II: Estructura Social (UNED) con el proyecto Generation Rent: Impactos socioecon�micos y pol�ticos de los cambios en el sistema de vivienda en Espa�a tras la crisis del 2008, financiado por el Ministerio de Universidades y la Uni�n Europea-NextGenerationUE. Doctor en Sociolog�a (UNED), profesor colaborador del m�ster universitario de Ciudad y Urbanismo (UOC), entre 2020 y 2022 ha sido investigador en el Institute for Housing and Urban Research, Universidad de Uppsala, Suecia. Tambi�n ha escrito para El Pa�s, eldiario.es, P�blico, El Espa�ol, Ctxt y El Salto. Adem�s, es activista por el derecho a la vivienda.  Con la colaboraci�n de Alianza Editorial  �";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=566563d82a6b6810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"";"";
11914604;"Alfabetizaci�n digital";"";"1";"1";"M";"";"2023-03-07 00:00:00.0";"2023-03-28 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b09a3b633c06810VgnVCM1000001d4a900aRCRD";"Alfabetizaci�n digital";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8985a4ec8dca710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb3655d1b6742610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Elena Arnedo Soriano. Retiro";"1";"CALLE";"ARREGUI Y ARUEJ";"31";"RETIRO";"ADELFAS";"28007";"443307";"4472652";"40.40254931370529";"-3.668092320219012";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11965950;"Alfabetizaci�n digital";"";"1";"1";"M";"";"2023-04-04 00:00:00.0";"2023-04-25 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f18980ed3907810VgnVCM1000001d4a900aRCRD";"Alfabetizaci�n digital";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8985a4ec8dca710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb3655d1b6742610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Elena Arnedo Soriano. Retiro";"1";"CALLE";"ARREGUI Y ARUEJ";"31";"RETIRO";"ADELFAS";"28007";"443307";"4472652";"40.40254931370529";"-3.668092320219012";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11939059;"Alicia";"";"1";"0";"";"";"2023-03-26 00:00:00.0";"2023-03-26 23:59:00.0";"12:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dac0ce7a70876810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Garc�a Lorca (Carabanchel)";"1";"CALLE";"EUGENIA DE MONTIJO";"105";"CARABANCHEL";"BUENAVISTA";"28044";"436243";"4469562";"40.37420290010211";"-3.7510337449848636";"/contenido/actividades/TeatroPerformance";"/usuario/Ni�os";
11937221;"Alicia";"";"1";"0";"";"";"2023-03-25 00:00:00.0";"2023-03-25 23:59:00.0";"12:00";"'Coloradas' presenta esta propuesta familiar de teatro visual participativo y nuevas tecnolog�as. Ha participado en varios festivales nacionales como 'Festit�teres' en Alicante, e internacionales como el 'Festival Iberoamericano de Teatro de Mu�ecos'.  Edad recomendada: a partir de 4 a�os.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=180943db7ee66810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Rosario de Acu�a (Latina)";"1";"CALLE";"MARIA DEL CARMEN";"65";"LATINA";"PUERTA DEL ANGEL";"28011";"437830";"4473132";"40.40647389284976";"-3.7327010920242043";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Ni�os";
11957573;"Alicia";"";"1";"0";"";"";"2023-03-24 00:00:00.0";"2023-03-24 23:59:00.0";"18:00";"C�a. Coloradas Allicia se fue persiguiendo a un conejo y ahora est� atrapada y quiere salir, pero es demasiado peque�a. �Quer�is ayudarla para hacerse grande y poder irse de all� e ir a jugar con sus amigos? Una propuesta participativa de teatro de sombras, dibujo en directo y visuales interactivas. Se ha presentado en Festit�teres en Alicante y el Festival Iberoamericano de Teatro de Mu�ecos. A partir de 4 a�os";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4dca85634ad6810VgnVCM2000001f4a900aRCRD";"Actividades Centro Cultural La Elipa. Marzo 2023";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=88bdd8e1d1e66810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural la Elipa (Ciudad Lineal)";"1";"CALLE";"SANTA FELICIDAD";"39";"CIUDAD LINEAL";"VENTAS";"28017";"444825";"4475074";"40.42447060804354";"-3.6504253324201104";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Ni�os";
